"id","filename","description","main","created","country_id","thumbnail","long_thumb","color_palette","height","screenshot","stat_count","story_count","viz_count","palette_image","screenshot_missing","total_stats"
241,"belgium.png","",False,"2016-07-07 01:23:55.979-04",38,"thumbnails/belgium.png","long_thumbs/belgium.png","[(249, 246, 243), (149, 46, 44), (208, 206, 200)]",800,"screenshots/belgium.png",5,0,1,"palettes/belgium.png",NULL,6
277,"madagascar.png","",False,"2016-07-07 21:49:22.621-04",125,"thumbnails/site_404.png","long_thumbs/site_404.png","[(255, 255, 255), (255, 255, 255), (255, 255, 255)]",150,"screenshots/site_404.png",0,0,0,"test","404 site not found",0
271,"comoros.png","",False,"2016-07-07 21:49:22.615-04",58,"thumbnails/comoros.png","long_thumbs/comoros.png","[(0, 0, 0)]",768,"screenshots/site_404.png",0,0,0,"test","404 site not found",0
61,"equatorial_guinea.png","",False,"2016-07-06 01:43:02.264-04",76,"thumbnails/guinea.png","long_thumbs/guinea.png","[(253, 253, 253), (165, 166, 161), (221, 220, 218), (146, 120, 67), (216, 204, 129)]",2527,"screenshots/guinea.png",15,0,0,"palettes/equatorial_guinea.png",NULL,15
206,"curacao.png","",False,"2016-07-06 22:48:04.264-04",64,"thumbnails/curacao.png","long_thumbs/curacao.png","[(248, 249, 248), (80, 178, 214), (25, 138, 176), (158, 187, 206), (4, 121, 165)]",1164,"screenshots/curacao.png",5,0,0,"test","",5
90,"japan.png","",False,"2016-07-06 01:50:38.502-04",109,"thumbnails/japan.png","long_thumbs/japan.png","[(247, 248, 248), (44, 112, 168), (63, 33, 37)]",1927,"screenshots/japan.png",4,0,0,"palettes/japan.png",NULL,4
42,"congo.png","Site satisfaction survey.",False,"2016-07-06 01:36:05.788-04",59,"thumbnails/congo.png","long_thumbs/congo.png","[(235, 237, 236), (119, 123, 110), (254, 254, 254)]",3077,"screenshots/congo.png",15,4,0,"palettes/congo.png",NULL,19
127,"nauru.png","",False,"2016-07-06 01:59:51.389-04",143,"thumbnails/nauru.png","long_thumbs/nauru.png","[(248, 250, 250), (19, 75, 119), (45, 155, 194)]",1341,"screenshots/nauru.png",0,0,0,"palettes/nauru.png",NULL,0
175,"thailand.png","",False,"2016-07-06 02:18:33.246-04",193,"thumbnails/thailand.png","long_thumbs/thailand.png","[(251, 251, 248), (43, 57, 65), (69, 139, 200)]",1540,"screenshots/thailand.png",8,0,0,"palettes/thailand.png",NULL,8
159,"slovakia.png","",False,"2016-07-06 02:13:53.129-04",177,"thumbnails/slovakia.png","long_thumbs/slovakia.png","[(199, 207, 217), (46, 86, 126), (252, 252, 252)]",1494,"screenshots/slovakia.png",0,6,1,"palettes/slovakia.png",NULL,7
163,"south_korea.png","",False,"2016-07-06 02:15:35.121-04",181,"thumbnails/south_korea.png","long_thumbs/south_korea.png","[(0, 0, 0), (240, 244, 244), (79, 109, 109)]",1047,"screenshots/south_korea.png",4,0,0,"palettes/south_korea.png",NULL,4
167,"sudan.png","",False,"2016-07-06 02:16:21.385-04",185,"thumbnails/sudan.png","long_thumbs/sudan.png","[(51, 78, 50), (241, 242, 242), (166, 202, 158)]",1794,"screenshots/sudan.png",0,0,0,"palettes/sudan.png",NULL,0
